idnumber,smiles
HMDB0252137,COC(=O)N1CCC(CC#Cc2nc(N)c3ncn(C4OC(C(=O)NC5CC5)C(O)C4O)c3n2)CC1
HMDB0252141,CC(C)[NH2+]CC(O)COc1ccccc1C1CCCCC1
HMDB0252151,CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1
HMDB0252160,COc1ccc(CC[NH+](C)CCCN2Cc3cc(OC)c(OC)cc3C2=O)cc1OC
HMDB0252162,C[NH+]1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1
HMDB0252173,CC(=O)SCC(Cc1ccc2c(c1)OCO2)C(=O)NC(C)C(=O)OCc1ccccc1
HMDB0252175,O=S(=O)(c1cccc2cnccc12)N1CCC[NH2+]CC1
HMDB0252187,CCOC(=O)Cc1ccc(-c2ccccc2)cc1
HMDB0252191,COc1ccc(OCC2C[NH+](C)CCC2c2ccccc2)cc1
HMDB0252193,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
HMDB0252194,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl
HMDB0252198,CC(Cc1ccccc1)[NH2+]CCn1cnc2c1c(=O)n(C)c(=O)n2C
HMDB0252200,CC[NH2+]C(C)Cc1cccc(C(F)(F)F)c1
HMDB0252203,CC(C#Cc1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O
HMDB0252209,O=C(C[NH+]1CC[NH+](Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21
HMDB0252210,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O
HMDB0252212,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1
HMDB0252216,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
HMDB0252229,CCN(C(=O)n1nnn(-c2ccccc2Cl)c1=O)C1CCCCC1
HMDB0252230,OC(CNc1ccccn1)c1ccccc1
HMDB0252232,O=S(=O)([O-])c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccc(S(=O)(=O)[O-])o2)o1
HMDB0252233,c1ccc(-c2nnc(-c3ccco3)c(-c3ccco3)n2)nc1
HMDB0252236,CC(C)=CC1CC(C)C(COc2ccc3ccc(=O)oc3c2)C1(C)CCC(=O)O
HMDB0252238,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1C(F)(F)F
HMDB0252244,O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O
HMDB0252245,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
HMDB0252256,O=C(Nc1nc2cccc(-c3ccc(C[NH+]4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
HMDB0252264,O=C(COc1ccc(Cl)cc1)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1
HMDB0252269,CCC(Oc1ccc(C(=O)C2CC2)cc1)c1nc(-c2ccc(C(=O)NC(C)CO)c(F)c2)no1
HMDB0252279,O=C(C=Cc1c(-c2ccccc2)nn2ccccc12)N1CCCCC1CCO
HMDB0252280,CCCCCS(=O)(=O)NC(=O)c1ccc2nc(C)n(Cc3ccc(Cl)cc3Cl)c2c1
HMDB0252290,c1ccc(C2CCc3ccccc3O2)cc1
HMDB0252291,OC1Cc2ccccc2OC1c1ccccc1
HMDB0252301,O=C(NCC[NH+]1CCN(c2cccc3c2OCC(CO)O3)CC1)c1ccc(F)cc1
HMDB0252303,CC(C)(CNC(N)=O)[NH2+]CC(O)COC(=O)c1ccccc1F
HMDB0252304,O=c1[nH]c2ccccc2n1CC[NH+]1CCN(c2cccc(C(F)(F)F)c2)CC1
HMDB0252305,COc1ccc(Cl)cc1C1(F)C(=O)Nc2cc(C(F)(F)F)ccc21
HMDB0252307,CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O
HMDB0252309,O=C(O)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12
HMDB0252310,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12
HMDB0252312,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12
HMDB0252318,CS(=O)(=O)Nc1cc2c(cc1Oc1ccc(F)cc1F)C(=O)CC2
HMDB0252319,O=C1CC(c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O
HMDB0252320,COc1ccccc1N1CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1
HMDB0252328,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2
HMDB0252334,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1
HMDB0252335,CCC(O)(c1ccccc1)c1cccc(C(F)(F)F)c1
HMDB0252340,Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F
HMDB0252341,CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1
HMDB0252342,CC(N=C=O)c1ccc2oc(-c3ccc(F)cc3)nc2c1
HMDB0252353,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C
HMDB0252354,c1ccc2c(c1)-c1cccc3cccc-2c13
HMDB0252355,c1ccc2c(c1)Cc1ccccc1-2
HMDB0252357,O=C1OC2(OC=C(c3ccccc3)C2=O)c2ccccc21
HMDB0252363,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(N3C(=O)C=CC3=O)cc21
HMDB0252371,CC(CF)[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12
HMDB0252372,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1
HMDB0252390,CCC(F)COC(=O)c1cc(I)ccc1C12CCCC(CC1)[NH2+]2
HMDB0252403,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
HMDB0252405,O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1
HMDB0252407,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
HMDB0252408,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
HMDB0252414,CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1
HMDB0252423,CNC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1
HMDB0252429,CS(=O)(=O)N=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
HMDB0252477,CCCc1c(OCC(O)COc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O
HMDB0252480,COc1cc(C=NNC(=O)c2ccc3c(c2)OCO3)ccc1OCc1ccccc1
HMDB0252536,O=C1CN(N=CC=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
HMDB0252539,O=C(O)c1cc2cc(Cc3cccnc3)ccc2o1
HMDB0252542,O=C(O)CCC(=O)c1ccc2oc3ccccc3c2c1
HMDB0252568,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1
HMDB0252623,CC=CC=CC=CCCC=CC=CC(=O)NCC(C)C
HMDB0252624,COc1cc(C=C2CCC3COCC(c4cc(F)c(F)c(F)c4)N3C2=O)ccc1-n1cnc(C)c1
HMDB0252656,CC[NH+]1CCC(Oc2c(C#N)ncc3[nH]c4ncccc4c23)CC1
HMDB0252674,CC1(C)CCCC(NC(=O)C(S)Cc2ccccc2)C(=O)N1CC(=O)O
HMDB0252684,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1
HMDB0252699,O=c1ccc2ncc(=O)n3c2n1CC3C[NH+]1CCC([NH2+]Cc2cc3c(cn2)OCCC3)CC1
HMDB0252718,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2C=NOC(C)(C)C
HMDB0252729,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2
HMDB0252732,CC[NH+](CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1
HMDB0252733,COCC(C)Oc1cc(OC(C)Cc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1
HMDB0252734,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
HMDB0252743,OC(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1
HMDB0252748,COc1ccccc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1
HMDB0252826,[NH3+]CC(=O)NC(Cc1ccccc1)C(=O)Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1
HMDB0252834,Cc1cc(=O)oc2cc(NC(=O)C3CCCN3C(=O)C[NH3+])ccc12
HMDB0252835,[NH3+]CC(=O)NC(=O)C1CCCN1c1cccc2ccccc12
HMDB0252896,O=C(CCCN1C(=O)C=CC1=O)ON1C(=O)CCC1=O
HMDB0252899,N=C(O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1
HMDB0252901,C[NH+]1CCN(c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)CC1
HMDB0252908,[NH3+]C(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O
HMDB0252922,O=C(NC1Cc2ccccc2N(CC(O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1
HMDB0252924,Cn1cc(C(=O)OCC2CC[NH+](CCNS(C)(=O)=O)CC2)c2ccccc21
HMDB0252944,CCCCOc1nc(N)c2c(n1)N(Cc1cccc(C[NH+]3CCCC3)c1)CC(=O)N2
HMDB0252945,FC(F)(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1
HMDB0252948,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1
HMDB0252949,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC
HMDB0252951,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1
HMDB0252952,CNc1nc(C)nc(NC2CCCC(C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1
HMDB0252957,O=C(O)CNC(=O)c1c(O)c2cc(F)ccc2n(CCC2CC2)c1=O
HMDB0252979,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1
HMDB0252989,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
HMDB0252994,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1
HMDB0252995,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl
HMDB0252997,CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3
HMDB0253025,CC(C)CC(NC(=O)C([NH3+])Cc1ccccc1)C(=O)O
HMDB0253030,CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NCC(=O)O
HMDB0253035,Cc1cc(=O)oc2nn(Cc3cccs3)c(C)c12
HMDB0253042,O=C(NCC[NH+]1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1
HMDB0253047,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O
HMDB0253051,Cc1nccc2c1[nH]c1cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc12
HMDB0253052,Cc1nccc2c1[nH]c1cc(OS(=O)(=O)[O-])ccc12
HMDB0253055,O=C(O)C[NH+](CC[NH+](CC(=O)O)Cc1ccccc1O)Cc1ccccc1O
HMDB0253061,O=C1c2ccccc2CCC1C[NH2+]CCc1ccc(O)cc1
HMDB0253086,CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1F
HMDB0253087,Cc1c(C=C2C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CC(O)C[NH+]1CCOCC1)CCC2
HMDB0253092,Cc1c(Sc2ccccc2)n(COCCO)c(=O)[nH]c1=O
HMDB0253175,O=C(O)CNC(=O)CNC(=O)CNC(=O)c1ccccc1
HMDB0253176,CC(C)CC(NC(=O)C(Cc1c[nH+]c[nH]1)NC(=O)CNC(=O)c1ccccc1)C(=O)O
HMDB0253182,CC(=O)C=C(O)C=Cc1ccc(O)c(O)c1
HMDB0253202,CCC(C(C)C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C
HMDB0253205,COc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O
HMDB0253209,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
HMDB0253231,CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O
HMDB0253236,O=C(O)c1c(O)cccc1C=Cc1ccc(O)cc1
HMDB0253237,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CC[NH+]1C)OCO3
HMDB0253248,O=C(OC1CC2CC3CC(C1)[NH+]2CC3O)c1c[nH]c2ccccc12
HMDB0253256,CC(C)(Cc1ccc(O)cc1)[NH2+]CC(O)COc1cccc2[nH]ccc12
HMDB0253268,O=S(=O)(c1cccc2c(O)nccc12)N1CCC[NH2+]CC1
HMDB0253274,COc1cc(CC2C(=O)OCC2C(O)c2ccc(O)c(OC)c2)ccc1O
HMDB0253285,CC(O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
HMDB0253291,Cn1c(=O)c2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
HMDB0253320,CCC(C)C([NH3+])C(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-]
HMDB0253322,Cc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1CCC3C
HMDB0253324,O=C1CCC(N2Cc3c(OCc4ccc(C[NH+]5CCOCC5)cc4)cccc3C2=O)C(=O)N1
HMDB0253332,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
HMDB0253335,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
HMDB0253336,CC(C)Cc1ccc(C(C)C(O)=NO)cc1
HMDB0253346,O=C(O)CC(NC(=O)OCc1ccccc1)C(=O)COC(=O)c1c(Cl)cccc1Cl
HMDB0253359,COC1(c2cc(F)cc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1
HMDB0253366,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2
HMDB0253369,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1
HMDB0253371,Fc1ccc2c(CC[NH2+]Cc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1
HMDB0253377,CCC(Nc1ncnc2[nH+]c[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
HMDB0253384,CC(C(O)c1ccc(O)cc1)[NH+]1CCC(Cc2ccccc2)CC1
HMDB0253390,CS(=O)(=O)Nc1cc2occ(N=CO)c(=O)c2cc1Oc1ccccc1
HMDB0253398,CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C
HMDB0253401,CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)NO)CC(C)C
HMDB0253402,COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1
HMDB0253403,Cc1[nH]c2ccccc2c1C1=C(NCCc2ccc(F)cc2)C(=O)N(C)C1=O
HMDB0253407,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
HMDB0253430,c1ccc2c(c1)CCc1ccccc1N2
HMDB0253433,C1=Cc2ccccc2Nc2ccccc21
HMDB0253434,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21
HMDB0253446,c1ccc2c(CCC3CC[NH2+]CC3)c[nH]c2c1
HMDB0253448,NC(=O)C[NH2+]C1Cc2ccccc2C1
HMDB0253450,C1=Cc2cccc(OCC3C[NH2+]CCO3)c2C1
HMDB0253455,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12
HMDB0253461,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12
HMDB0253462,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1
HMDB0253467,CCOC(=O)C(CCc1ccccc1)[NH2+]C(C)C(=O)N1C(C(=O)O)CC2CCCCC21
HMDB0253470,O=C(O)CNC(=O)CCc1cc2ccccc2[nH]1
HMDB0253473,O=C1c2ccccc2-n2c1nc1ccccc1c2=O
HMDB0253475,C[NH+]1Cc2ccccc2C2c3cccc4[nH]cc(c34)CC21
HMDB0253479,OC(=NC1CC[NH+](CCc2c[nH]c3ccccc23)CC1)c1ccccc1
HMDB0253488,COc1cc(CC2[NH2+]CCc3cc(O)c(O)cc32)cc(OC)c1OC
HMDB0253511,C[NH+](Cc1ccc(I)cc1)CC(O)(Cn1cncn1)c1ccc(F)cc1F
HMDB0253524,O=C(O)c1cc(-c2ccc(F)cc2F)cc(I)c1O
HMDB0253534,O=C(O)C(Cc1ccc(Oc2ccc(O)cc2)cc1)NI
HMDB0253565,Nc1c2c(nc3c1CCC3)CCCC2
HMDB0253567,OCC1OC(c2ccc(F)c(Cc3cc4ccccc4s3)c2)C(O)C(O)C1O
HMDB0253572,Cc1ccc(C(C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1
HMDB0253573,O=C1c2ccccc2S(=O)(=O)N1CCCC[NH+]1CCN(c2ncccn2)CC1
HMDB0253585,CC1=C(CO)C2=C(C)C3(CC3)C(C)(O)C(=O)C2=C1
HMDB0253587,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1
HMDB0253595,O=C(O)CCCCC=C(c1ccccc1)c1cccnc1
HMDB0253633,O=c1c2ccccc2ncn1CC1(O)CC2[NH2+]CCCC2O1
HMDB0253635,c1ccc(C2COc3ccccc3C2)cc1
HMDB0253636,O=C1c2ccccc2OCC1c1ccccc1
HMDB0253637,O=c1c(-c2ccccc2)coc2ccccc12
HMDB0253646,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12
HMDB0253681,CC(C)N(c1ccccc1)c1ncnc2c1ncn2C1OC(CO)C(O)C1O
HMDB0253684,NC(=O)c1nccc2ccccc12
HMDB0253714,Cc1cc(=NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)[nH]o1
HMDB0253718,O=C(COc1ccc(Cl)cc1)NC1CCC(NC(=O)COc2ccc(Cl)cc2)CC1
HMDB0253720,C=C(CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O
HMDB0253721,CN1CCN2c3c(cccc31)C1C[NH+](CCCC(=O)c3ccc(F)cc3)CCC12
HMDB0253723,COc1cc2c(cc1OC)CC(=O)N(CCC[NH+](C)CC1Cc3cc(OC)c(OC)cc31)CC2
HMDB0253725,CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)c3ccccc3)CCC12
HMDB0253737,C[NH+]1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1
HMDB0253739,Cc1ccc(NCCCc2ccccc2)c(N)c1
HMDB0253740,Cc1nn(C)c2nc(NNC(=O)Nc3cc(Cl)nc(Cl)c3)cc(C(C)C)c12
HMDB0253750,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CC[NH+](Cc2cccc(Oc3ccccc3)c2)CC1
HMDB0253774,Cc1nn2ccccc2c1C(=O)C1=CNCCC1
HMDB0253775,O=C(OCc1ccc(OCc2ccc(Cl)cc2)cc1)c1cccnc1
HMDB0253779,CC(NC(=O)C(CC(=O)NO)Cc1ccccc1)C(=O)O
HMDB0253783,O=C(c1ccc(F)cc1)C1CC[NH+](CCn2c(=O)[nH]c3ccccc3c2=O)CC1
HMDB0253787,O=C(NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O)c1ccccc1
HMDB0253806,CC(CCc1cccc(C(N)=O)c1)[NH2+]CCc1ccc(O)c(O)c1
HMDB0253820,COc1ccc(N2CCc3c(NCCO)nc4c(OC(F)(F)F)cccc4c32)c(C)c1
HMDB0253827,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1
HMDB0253839,Nc1c(-c2ccccc2)nc(Cl)c2c(=O)[nH][nH]c(=O)c12
HMDB0253841,CC(CCCc1ccccc1)[NH2+]CC(O)c1ccc(N)nc1
HMDB0253850,OCc1ccccc1C=CCc1cc2c(cc1O)CCO2
HMDB0253854,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(=O)[nH]c1C
HMDB0253858,OC1(c2ccc(Cl)cc2)CC[NH+](Cc2c[nH]c3ccccc23)CC1
HMDB0253860,CC(=O)NCc1cccc(OCC(O)C[NH2+]CCc2ccc(NS(=O)(=O)c3ccccc3)cc2)c1
HMDB0253864,CC([NH3+])C(=O)Nc1ccc2ccccc2c1
HMDB0253968,COc1c(C(=O)CC(=O)c2ccccc2)ccc2occc12
HMDB0253975,Cc1nc(NNC(=O)C(CC2CCCC2)CN(O)C=O)c(F)c(N2CC[NH+]3CCOCC3C2)n1
HMDB0253978,CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O
HMDB0253988,O=C(O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1
HMDB0253995,O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O
HMDB0253996,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O
HMDB0253997,O=C1C=C(O)c2ccccc2C1=O
HMDB0254009,O=C(CCC[NH+]1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1
HMDB0254020,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1
HMDB0254050,COc1ccc2c(c1OC)C[NH+]1CCc3ccccc3C1C2
HMDB0254052,Cc1cccc(C(C)c2c[nH+]c[nH]2)c1C
HMDB0254057,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2
HMDB0254071,CCCC(Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1
HMDB0254076,Clc1cccc(C(c2ccc3[nH+]c[nH]c3c2)n2ccnc2)c1
HMDB0254083,Cc1cccc(C)c1N=C(O)C[NH+]1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
HMDB0254084,C[NH+]1CCC(OC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)CC1
HMDB0254085,CC(C)(C)c1ccc(CCC(O)COc2ccc(C(=O)O)cc2)cc1
HMDB0254095,CC#CCn1c(N2CCCC([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
HMDB0254096,Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12
HMDB0254099,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
HMDB0254108,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
HMDB0254134,CC[NH+](CC)CCOC(=O)Cc1cccc2c(=O)cc(-c3ccccc3)oc12
HMDB0254136,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1
HMDB0254157,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1
HMDB0254158,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
HMDB0254171,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1
HMDB0254173,CN1Cc2cc(C(=O)N3CCC(C4CC[NH2+]CC4)CC3)ccc2NC(CC(=O)O)C1=O
HMDB0254174,COc1ccc(CCC(=O)c2ccc(O)cc2)c(OC)c1
HMDB0254182,Cn1nc(CO)nc1NCCCOc1cccc(C[NH+]2CCCCC2)c1
HMDB0254194,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5([NH3+])CC5)c(OC)cc34)ccc12
HMDB0254199,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C
HMDB0254209,O=S(=O)([O-])c1cc(Cl)cc(N=Nc2ccc(O)cc2O)c1O
HMDB0254219,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1C[NH+]1CCN(c2nsc3ccccc23)CC1
HMDB0254229,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12
HMDB0254234,CCc1c(CC(=N)O)c2cc(OCCCP(=O)(O)O)ccc2n1Cc1ccccc1
HMDB0254237,C[NH+](C)C1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1
HMDB0254244,O=C(Nc1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1ccc2c(c1)CCO2
HMDB0254248,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCC[NH+]5CCOCC5)ccc24)CCC3)nc1
HMDB0254250,CCCC(CCC)C(=O)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
HMDB0254254,C[NH+]1CCC(c2c[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc23)CC1
HMDB0254256,OC1C=C2CC[NH+]3Cc4cc5c(cc4C(C1O)C23)OCO5
HMDB0254275,C[NH+]1C2CCC1C(C(=O)O)C(OC(=O)c1cccc(O)c1)C2
HMDB0254279,Cc1ccccc1C1=CC[NH+](C)CC1
HMDB0254329,CC(=CCCC1=CCC(C2=CC(=O)OC2O)OC1O)CCC1=C(C)CCCC1(C)C
HMDB0254339,CC(=CCOc1ccc2ccc(=O)oc2c1)CCC(O)C(C)(C)O
HMDB0254344,Cc1ccc(NC(=O)c2ccc(C[NH+]3CC[NH+](C)CC3)cc2)cc1N=c1[nH]c(-c2cccnc2)cs1
HMDB0254346,CC1CC2=CC(=O)CCC2C2CCC3(C)C(CCC3(C)O)C12
HMDB0254349,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1
HMDB0254359,CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1
HMDB0254372,O=C(NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(S)Cc1ccccc1
HMDB0254377,CC(=O)SC(Cc1ccccc1)C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O
HMDB0254403,COc1ccc2c(c1)OC1c3ccc(O)cc3OCC21
HMDB0254407,CC(CCc1ccc2c(c1)OCO2)[NH2+]CC(O)c1ccc(O)c(C(N)=O)c1
HMDB0254408,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1
HMDB0254413,COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)O)cc1
HMDB0254414,Cn1c(O)c(C2=c3ccccc3=NC2=O)c2ccccc21
HMDB0254429,CC1CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1
HMDB0254448,CC#Cc1cc(C)nc(Nc2ccccc2)n1
HMDB0254486,CN(C)S(=O)(=O)NC1CC2c3cccc4c3c(cn4C)CC2[NH+](C)C1
HMDB0254492,CSCCC([NH3+])C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O
HMDB0254502,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C
HMDB0254503,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1
HMDB0254506,C[NH2+]C1Cc2ccccc2N(C)c2ccccc21
